"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AAOI","Applied Optoelectronics, Inc.","89.95","$1.71B","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","3","$258.85M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","16.81","$667.91M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","1.08","$13.79M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"APVO","Aptevo Therapeutics Inc.","1.82","$38.58M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apvo",
"APTO","Aptose Biosciences, Inc.","1.43","$33.38M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","12.17","$245.12M","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","7.23","$64.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqb",
"AQXP","Aquinox Pharmaceuticals, Inc.","14.89","$348.77M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","1.43","$21.44M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.43","$94.18M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arlz",
"PETX","Aratana Therapeutics, Inc.","7.06","$303.28M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ABUS","Arbutus Biopharma Corporation","3.8","$209.09M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","3","$54.51M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","2.425","$22.41M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","0.51","$21.76M","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","21.55","$556.76M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","98.5","$12.87B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACGLP","Arch Capital Group Ltd.","24.56","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp",
"APLP","Archrock Partners, L.P.","14.42","$945.59M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp",
"ARDX","Ardelyx, Inc.","5.6","$265.37M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","24.05","$764.19M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.47","$7.02B","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","20.28","$408.16M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","60.4","$1.82B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.15","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","0.31","$12.82M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARIS","ARI Network Services, Inc.","7.05","$118.53M","1991","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aris",
"ARKR","Ark Restaurants Corp.","23.5","$80.5M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.85","$101.75M","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.28","$91.07M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","8.24","$1.41B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","28.1","$5.28B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","11.1499","$7.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","32.2","$434.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","1.51","$112.91M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","38.96","$356.32M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.7499","$11.45M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ASBB","ASB Bancorp, Inc.","43.75","$165.73M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","2.2","$429.09M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","28.05","$911.7M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","17.01","$210.14M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","3.05","$42.15M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASML","ASML Holding N.V.","154.29","$66.34B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","56.3","$4.19B","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","21.78","$377.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","7.1","$46.59M","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","55.47","$1.28B","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","30.56","$886.17M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","14","$94.22M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","0.9385","$19.3M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","13.75","$169.69M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","7.75","$75.95M","2017","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","4.82","$116.84M","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","16","$465.75M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","155.93","$6.21B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","18.44","$1.03B","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.64","$182.56M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAPC","Atlantic Alliance Partnership Corp.","10.4107","$38.39M","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aapc",
"AAME","Atlantic American Corporation","3.6","$73.49M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18.6","$475.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","7.83","$121.79M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ABY","Atlantica Yield plc","20.81","$2.09B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby",
"ATLC","Atlanticus Holdings Corporation","2.53","$39.07M","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","57.75","$1.46B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","14.8","$178.05M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","25.78","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","35.75","$8.06B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","66.5","$1.08B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","5.21","$63.06M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","0.4","$3.41M","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","23.74","$805.89M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","632.85","$1.16B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","7.25","$122.51M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","3.25","$77.37M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","36.175","$131.81M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","21.09","$584.75M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","6.39","$207.11M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","6.55","$546.83M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","0.878","$38.92M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears",
"ABTL","Autobytel Inc.","12.01","$132.97M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","109.75","$24.19B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","104.58","$46.79B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AVDL","Avadel Pharmaceuticals plc","10.36","$428.75M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avdl",
"ATXI","Avenue Therapeutics, Inc.","7.19","$63.57M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atxi",
"AVEO","AVEO Pharmaceuticals, Inc.","2.48","$273.7M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVXS","AveXis, Inc.","83.65","$2.67B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avxs",
"AVNW","Aviat Networks, Inc.","18.41","$97.86M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","5.33","$217.86M","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","0.5099","$12.19M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/avgr",
"AVIR","Aviragen Therapeutics, Inc.","0.58","$22.42M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avir",
"CAR","Avis Budget Group, Inc.","32.36","$2.73B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AHPA","Avista Healthcare Public Acquisition Corp.","9.9","$383.63M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpa",
"AHPAU","Avista Healthcare Public Acquisition Corp.","10.4","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpau",
"AHPAW","Avista Healthcare Public Acquisition Corp.","0.45","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpaw",
"AWRE","Aware, Inc.","4.85","$105.91M","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre",
"AXAR","Axar Acquisition Corp.","10","$85.06M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axar",
"AXARU","Axar Acquisition Corp.","9.9899","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axaru",
"AXARW","Axar Acquisition Corp.","0.0801","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axarw",
"ACLS","Axcelis Technologies, Inc.","23","$692.2M","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXGN","AxoGen, Inc.","16.95","$560.97M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn",
"AAXN","Axon Enterprise, Inc.","25.26","$1.33B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/aaxn",
"AXSM","Axsome Therapeutics, Inc.","5.6","$132.19M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axsm",
"AXTI","AXT Inc","7.4","$285.5M","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"AZRX","AzurRx BioPharma, Inc.","3.8","$42.03M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azrx",
"BCOM","B Communications Ltd.","14.97","$447.44M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"RILY","B. Riley Financial, Inc.","19.85","$520.83M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rily",
"RILYL","B. Riley Financial, Inc.","25.58","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyl",
"RILYZ","B. Riley Financial, Inc.","25.52","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyz",
"BOSC","B.O.S. Better Online Solutions","1.99","$6.09M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","193.18","$67.01B","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","78.05","$2.49B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","23.04","$348M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","23.8","$359.48M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","3.01","$527.26M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","108.95","$1.73B","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","27","$27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BCTF","Bancorp 34, Inc.","14.0599","$48.34M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bctf",
"BKMU","Bank Mutual Corporation","9.7","$445.54M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BOCH","Bank of Commerce Holdings (CA)","10.8","$175.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","61.65","$379.09M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BMLP","Bank Of Montreal","49.4432","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmlp",
"BKSC","Bank of South Carolina Corp.","18.865","$93.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","14.9698","$65.54M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","46.78","$6B","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","15.16","$278.63M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","32.36","$247.61M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","55.92","$1.86B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"BZUN","Baozun Inc.","32.38","$1.73B","2015","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/bzun",
"TAPR","Barclays Inverse US Treasury Composite ETN","22.063","$15.01M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/tapr",
